userID	artistID	weight
660	6697	109
650	7324	167
711	3083	238
302	292	7945
303	1206	175
1153	12725	1028
1396	436	156
1705	199	348
569	3396	131
1788	5749	641
942	323	2
172	1804	273
839	7078	361
699	1878	249
1443	951	70
185	997	30
493	67	130
602	276	211
1114	1375	186
237	154	2605
1860	1412	232
1825	978	74
1060	964	516
362	4846	183
23	853	772
2032	703	723
1732	5890	90
1245	1197	1107
1081	1511	14
2095	18688	43
1475	701	97
1277	429	1833
1588	1412	67
181	3853	17
434	206	10
181	3846	39
365	6170	8
123	1195	4991
606	1992	1154
1245	540	3050
858	2025	128
1418	14446	1284
1450	1043	395
706	15	116
42	689	271
1381	292	60
593	8370	5022
890	706	63
861	344	285
391	6434	397
913	217	529
1989	15675	278
47	455	663
1664	15930	229
34	1152	497
2032	632	632
1483	378	80
1978	2565	137
357	295	1600
399	292	9452
195	2542	9
24	709	875
1905	15386	70
1494	298	4
1167	12881	36
1131	89	139
760	2988	90
55	1455	874
176	40	543
1790	903	181
104	1201	2224
68	366	293
1030	5104	474
817	3078	412
567	3714	582
534	1795	103
386	176	1338
1981	65	605
2005	18182	315
2099	7060	95
17	544	426
316	72	401
2090	3333	407
2020	157	141
802	1394	2
500	7465	478
227	293	292
725	163	821
1814	1360	220
1961	686	2125
518	1659	49
584	8309	6600
228	863	10
544	7895	195
2047	2669	159
1637	1375	910
551	966	44
2017	4595	74
13	498	6
979	2478	191
568	51	450
714	4382	102
1319	405	118
850	30	12464
1875	2059	538
34	70	341
102	2641	292
119	503	262
420	97	121
240	227	116
1594	615	392
1265	2691	181
756	2029	29
71	1104	111
295	707	391
2038	306	134
1336	599	164
1166	12846	14
789	329	258
131	3161	90
1775	877	133
1395	56	254
538	1456	178
208	4267	227
414	3200	1014
1458	486	48
1965	320	220
636	55	173
1699	295	206
1219	222	923
1923	489	853
134	2543	362
153	159	479
721	3057	397
1626	6516	123
1153	3464	1049
1781	1244	80
15	618	340
768	9894	1
1846	89	485
1157	517	703
757	291	762
1592	383	489
1103	378	61
1153	59	901
1473	1481	197
1256	910	91
1732	4444	8
1894	1934	158
618	1543	263
1259	1854	707
205	4234	904
1362	4821	2849
516	1244	13781
1480	2610	218
1274	8555	129
582	4003	7166
162	544	537
233	680	18
307	5492	244
2051	3119	1
357	6039	669
534	679	792
778	523	2191
2072	455	2166
1025	630	242
1228	2817	418
264	166	654
1963	294	1431
1730	6792	390
633	818	88
1545	2600	385
1067	4821	833
476	5836	104
1219	1505	776
1023	679	295
726	9576	3
232	465	1778
864	51	182
1577	15417	202
1898	2392	651
1848	17064	384
1811	89	1769
1745	16414	249
475	229	1698
646	295	225
1573	298	368
1155	1950	143
1028	405	39
758	488	155
841	1180	178
383	1632	937
815	311	44
1302	65	595
1544	494	173
782	10005	142
37	1219	262
637	715	36
516	524	2346
2095	17982	76
470	544	757
1305	3179	414
2083	159	16
2003	8291	206
277	162	397
1706	2102	1590
1821	475	132
1957	267	468
2078	18581	680
823	1206	2533
1546	190	1302
185	3925	22
1298	1489	3735
1143	3320	144
460	1394	267
1192	182	392
1263	2018	487
2035	6910	150
739	316	279
1283	326	1143
1494	716	6
1434	466	1588
667	344	79
1459	3258	125
606	152	1823
1371	14160	464
1601	1217	385
2004	173	131
975	1854	1297
1301	1601	1073
134	544	74
75	464	170
1793	16696	517
2097	5237	841
1136	10684	334
540	1895	1815
644	3898	54
715	7042	504
97	2590	212
307	5491	342
813	432	81
1308	295	2134
1011	5308	507
54	1593	69
153	1376	217
1764	9709	160
274	5092	105
434	3447	24
1286	2536	867
1255	67	573
1618	1897	108
1379	342	1105
888	189	285
32	227	520
1369	1377	53
1786	374	262
1195	4736	6487
120	327	144
963	340	72
322	89	5853
216	3767	49
839	835	621
1883	11289	1006
1855	757	106
619	1520	756
652	238	71
1640	1372	46
1388	81	23
713	318	577
813	1983	149
155	1703	622
1723	16328	53
1024	4430	153
661	9062	131
1492	14899	37
862	10682	439
832	10474	92
984	458	1252
1919	229	36
1871	17286	57
111	441	406
25	907	271
1549	2788	52
878	2990	26
1477	14764	16
78	2163	128
583	507	399
652	6394	22
1798	936	157
491	707	4842
501	3081	209
1499	14994	977
1313	223	254
177	3777	650
1888	1099	189
83	2309	1102
971	333	175
1725	679	124
1992	53	540
390	907	887
545	1854	365
819	530	242
317	441	144
513	229	263
275	5098	24
762	1400	38
178	3789	301
1817	16854	175
910	1937	953
914	10998	388
194	418	5339
570	8161	211
1632	386	140
1624	64	55
1025	917	150
68	290	137
680	686	930
1946	1848	381
847	490	77
1905	17502	239
553	265	72
504	686	129
1811	792	614
109	732	766
876	10746	171
146	1613	261
773	2612	732
565	64	124
732	9653	1159
854	818	338
3	121	111
949	2192	475
886	517	32
89	377	384
756	2616	21
2	70	2686
2007	707	2999
129	1580	101
29	966	28
667	545	146
94	72	135
978	2418	274
961	2923	237
1638	763	42
1457	291	601
663	2111	1392
89	680	3252
1836	7194	4
790	5746	373
293	679	169
1189	458	129
284	982	8
30	355	84
1964	441	82
1420	3747	174
922	58	40
333	298	30
827	10449	25
1833	528	185
90	190	575
2090	5658	532
1630	64	378
329	3466	1422
1399	1458	109
860	5636	382
1429	1034	730
1515	297	222
578	8244	286
858	299	195
589	8356	73
4	167	407
1277	9193	1679
1101	12337	515
1701	3754	1922
631	424	1519
2035	2605	130
494	7448	144
1001	701	342
582	8296	1544
709	945	41
1363	1091	1116
1762	693	114
663	9110	159
1882	17360	117
1506	3767	147
311	1244	227
936	2681	1454
473	2980	162
308	1412	1310
1348	14035	569
1134	3871	3
1404	434	1947
1483	1807	175
1621	55	46
2068	518	1118
1150	1489	559
821	220	48
782	9996	384
126	456	121
1521	15166	613
1240	862	158
817	734	475
35	1174	1
578	461	2517
59	1712	624
982	11568	59
1637	221	1115
1962	3281	281
1727	1515	523
404	6558	53
189	3240	267
538	330	181
1607	333	207
1791	892	108
2013	5030	229
1992	436	802
771	1402	7
376	6281	19
2099	3346	250
1872	1247	565
1753	889	117
1138	7123	247
1300	306	1273
1232	13342	440
1264	2347	71
274	1	483
479	257	378
347	383	63
428	76	1236
1255	1098	1449
1994	10943	74
742	9722	53
170	854	1355
1467	510	808
1877	1705	245
669	300	123
300	5451	302
320	5661	292
2051	18433	1
20	764	133
590	1458	26
28	1015	8
1444	7835	902
1515	290	196
864	714	115
296	5382	4
1276	13616	114
223	3081	815
530	7007	19
2040	217	78
810	10272	24
1508	533	452
1917	1034	3
46	646	671
2019	18266	1163
525	3427	739
1639	192	3084
1304	1430	256
425	1052	38
1857	2524	370
1010	51	18
1942	17803	2577
1261	3468	246
2099	3823	331
392	195	50
1384	1814	409
1706	2804	697
1186	1934	978
1243	436	292
1222	89	630
1076	12143	56
208	4275	92
2091	5119	13
1806	547	202
1190	4038	457
336	2831	643
253	298	509
1591	349	694
1337	298	969
496	930	485
552	7968	5
2020	234	363
1872	7396	273
946	6793	200
1769	972	192
1672	173	244
1480	437	949
283	5196	71
30	1056	109
1515	3387	222
1470	237	1244
1237	13079	633
1182	964	186
809	679	1049
1209	85	44
1459	604	150
1667	11722	10
409	1613	10
2092	714	258
1170	498	3899
1788	292	268
28	1025	7
843	8932	67
1974	1501	199
1941	17790	184
1058	290	106
1726	257	169
1154	8802	1190
1622	8673	104
1447	55	68
283	3121	65
1362	917	120
576	8201	100
917	428	1615
1345	14006	43
1444	333	685
1818	1375	3
1207	13140	45
110	289	12705
1224	1639	91
1947	6414	144
853	300	385
1546	4435	643
158	528	190
432	6536	315
1102	526	147
512	4170	1664
981	492	170
1762	1985	206
1033	180	748
1676	3685	207
301	1246	143
47	182	211
1281	500	10
1316	13831	122
444	9	49
822	630	1495
104	324	2448
611	1151	34
804	456	16018
868	70	289
1782	680	107
890	4031	82
1623	1110	1161
967	4828	175
824	1958	25
434	3686	16
772	2569	18
501	1045	101
1692	228	402
34	163	1416
163	1459	541
1247	3397	357
1463	14666	369
465	533	1781
605	599	3859
741	229	1777
1347	2896	10
1154	963	555
2080	81	4869
1595	1079	164
393	234	52
950	4180	362
1803	326	112
881	230	242
329	301	594
1479	7386	134
986	4170	82
821	10378	143
1866	3070	183
1055	499	97
1910	1632	1889
1786	191	270
1243	2352	83
579	923	407
541	2834	1809
170	2380	648
1786	16671	81
543	964	521
1969	14424	469
231	528	92
92	89	17
853	991	596
772	5365	9
225	785	1143
44	163	915
2029	982	148
364	162	744
343	227	60
64	1838	181
87	349	24
637	857	74
2076	542	498
1664	1809	384
1766	525	313
1608	439	123
919	779	421
1272	1400	1019
1539	3767	16
104	2665	1864
1120	331	46
1923	17627	623
371	153	1244
850	10633	818
904	7	45
405	4566	1262
1163	8998	2
1424	511	502
1880	292	1864
265	498	248
1324	3417	90
142	466	75
647	8867	434
158	465	117
779	289	1441
1682	1377	1481
1190	6054	312
2023	5975	18
1093	4285	75
1379	679	1214
2015	917	607
503	1705	80
1525	299	20
1889	2834	755
1996	2923	293
962	11438	197
1197	10640	159
586	923	17
219	498	9499
1963	461	4429
388	6402	1369
1866	7054	840
407	2270	38
881	220	153
570	1455	185
288	3892	1234
15	605	470
1075	1409	963
746	516	843
360	6094	25
1781	16660	36
1453	325	808
1293	1803	61
1677	10035	290
150	155	114
631	154	661
625	1062	169
1171	7623	81
1982	355	247
1636	466	64
12	300	1064
1577	67	647
254	4823	1742
1476	352	697
466	89	838
1147	2006	132
1757	374	78
605	412	831
1938	1090	484
954	89	185
1356	55	311
1547	768	216
2068	2022	444
1848	10407	584
1576	289	179
640	8793	223
514	292	176133
1765	1090	60
49	1502	82
1959	464	595
1173	1827	325
953	1502	157
1295	418	1350
329	1098	565
390	6430	424
1536	10686	42
1895	1400	310
1481	230	1525
137	3206	303
1623	5169	952
758	1378	175
989	622	207
1815	265	487
728	511	1876
1543	1350	2
179	466	257
254	227	453
220	154	131
1339	507	757
1137	3865	78
1596	730	42
1856	55	440
1352	228	161
932	187	15117
1968	2836	143
1419	2661	270
1388	7834	47
1298	302	63
625	89	216
825	6146	67
941	11243	316
1293	1854	143
141	1249	80
1166	12837	59
2020	1807	646
468	1881	287
769	486	600
439	6893	1050
1116	12406	15
1124	2083	1514
1805	2276	137
765	5927	254
1655	1660	247
50	250	317
129	295	159
1340	4191	405
2042	726	221
477	349	134
1466	349	321
1388	300	1282
601	6961	424
467	7199	287
580	5605	1559
1100	2624	332
1454	230	558
1369	481	59
764	1813	212
1792	607	615
538	292	1191
1728	81	336
1104	67	670
1761	16515	71
1291	2419	186
672	9181	151
1039	5988	112
1796	5544	379
1793	2916	533
89	2428	608
527	2102	1645
487	456	122
1372	2137	169
1834	1054	8
644	8841	41
1852	2343	162
251	4797	151
1073	734	1347
1614	1351	879
644	163	109
544	5927	496
1692	511	717
1643	4068	338
1015	310	123
1238	863	254
1455	407	870
1346	1189	484
850	153	948
1919	227	35
1699	2179	845
834	2033	177
408	868	193
1258	5785	48
836	8878	27
1313	11181	310
579	3820	145
645	8856	45
1217	13224	258
1491	89	612
1655	81	283
1952	154	140
363	1547	460
854	2168	51
1212	1090	272
1004	11734	21
930	4850	492
624	8668	125
1362	859	81
380	4883	2107
41	1345	832
301	67	374
551	7260	28
1593	261	119
1567	2645	6969
1839	2873	409
1947	152	112
1541	1090	68
2088	228	14
846	2624	760
1914	7266	571
675	323	859
1478	532	2053
1528	1452	169
614	403	753
889	977	293
1978	732	448
481	1001	98
1425	1934	489
1345	1123	236
1466	525	214
827	1249	777
1124	1034	2746
863	154	274
2045	11170	139
666	1121	255
659	354	1975
315	53	308
186	3932	14
1801	16749	44
715	227	238
1419	1470	230
236	154	812
1579	982	543
1197	681	1586
1470	599	882
1820	701	431
1310	492	1
1906	1045	745
354	317	3
1733	7650	455
1991	1709	123
49	89	156
1751	632	38
2068	300	1669
1729	2538	126
1355	1481	433
1342	5297	1214
807	10240	96
1725	89	260
1067	470	420
1074	3739	114
1382	2923	1144
2038	300	2654
1158	12779	318
1239	159	222
1030	3799	500
1799	327	156
1092	1052	998
1072	3173	328
1974	56	876
1521	289	1441
315	298	251
1070	691	145
1207	13143	37
1177	9187	810
453	4149	251
898	55	3147
603	7665	29
485	205	32
1356	311	134
162	3578	197
732	295	395
228	222	8
725	9556	124
661	9067	118
2064	2200	214
734	1163	1986
1479	14790	220
1179	533	1393
130	295	918
66	98	310
545	191	880
1065	377	6
1625	15663	26
1003	599	214
911	7293	216
1380	966	406
685	1412	1430
83	200	532
1310	2127	3
1841	39	278
1533	332	2967
1428	1274	277
676	1369	309
10	449	177
647	53	1026
321	1119	36
2032	433	1572
649	4971	58
632	285	464
1508	3116	726
1877	418	118
1366	477	155
23	862	210
1816	1394	162
1052	12010	205
1966	6391	399
427	6771	515
1821	903	119
606	190	582
1506	15100	312
1159	843	226
840	1778	2430
1808	377	354
665	9132	129
652	233	3716
371	3053	214
1480	1609	219
1325	1974	324
74	641	138
1112	5208	233
2035	3700	74
1336	1249	111
392	257	70
1474	107	324
998	11699	114
873	2025	522
347	3928	95
1480	333	724
683	9251	691
1499	14993	1093
480	98	290
2011	18211	64
1193	506	830
913	533	377
164	3617	1678
459	2970	781
1085	2608	1277
189	978	1176
1855	443	84
1021	7126	405
519	1113	1345
971	1043	94
914	978	5248
324	1369	4101
506	1294	93
400	6530	64
664	5936	1005
367	489	268
1627	1513	1607
1025	6724	693
1541	72	56
884	1428	232
1648	306	57
1638	15759	49
955	55	2352
63	1817	56
40	1320	233
979	707	1028
1309	436	880
378	2347	237
1505	707	274
1255	418	292
495	320	57
1474	14745	209
126	540	113
1080	1771	24
727	857	384
922	2935	40
834	10482	372
1305	903	179
1353	233	1498
1972	1226	118
576	858	69
1290	13709	2
1120	89	53
1814	424	445
2011	229	27
1104	292	521
912	10996	659
693	6422	341
1098	614	20
1888	65	323
46	484	256
1402	1639	8
762	959	61
23	856	240
1888	1351	311
1689	1964	302
191	3993	13
1401	13296	2646
2023	89	167
1965	4566	460
450	152	5366
646	692	224
1615	217	56
1103	362	31
1991	1620	63
794	857	21
1184	2018	442
462	7143	1183
1944	1778	653
1579	430	316
567	428	1970
1420	14455	85
6	276	14
363	6125	1053
263	877	2413
1473	527	65
455	512	3608
525	7777	335
419	644	70
2041	540	177
229	1595	3
1418	1188	15147
119	918	398
909	726	408
791	441	13
2094	461	1217
1206	227	531
1722	51	100
839	810	1079
1437	14559	15
1840	8047	241
1147	1920	116
672	412	254
2030	7456	85
310	327	78
2057	1519	201
1628	4814	248
1360	1105	234
363	6128	756
1311	8188	117
1019	540	243
1749	10127	977
460	1130	1434
1663	798	126
290	1099	5
1532	903	1440
952	11323	650
1898	325	3096
1760	768	795
535	3856	175
605	8499	1488
1459	2320	99
698	279	1441
183	3895	126
1503	56	78
396	70	473
1637	212	910
1247	318	4145
1910	1243	2310
753	9817	738
1347	14016	12
1097	1463	582
1131	646	48
618	8624	89
15	603	484
1796	16718	145
1799	89	470
816	331	4
517	2605	129
1002	287	92
1234	1571	505
858	701	267
1110	2850	227
74	2072	146
1946	4136	1539
147	349	677
1291	261	194
798	10090	203
29	531	32
1741	1097	3746
1682	154	1035
63	1812	66
204	4187	837
1332	466	4164
1410	4923	217
1615	5306	45
1937	227	23670
469	1109	255
1760	614	114
237	4623	79
223	4491	913
563	8120	831
898	227	300
1352	7151	62
1568	306	380
1106	290	1881
702	292	1074
1580	323	1862
1873	299	324
346	2600	673
761	1886	544
488	1426	125
9	398	306
1443	1807	55
1768	526	371
277	5115	643
1728	16355	76
1282	289	213
1787	16675	399
1465	300	641
118	2956	244
2081	3618	359
1575	857	179
543	303	433
967	3791	151
1130	1083	73
1099	229	64
1199	2629	953
891	2954	195
1941	5950	147
2043	507	458
1476	300	621
1619	15611	418
2019	8264	2789
1302	858	104
1097	1167	855
1182	12982	129
172	1409	439
273	5073	327
801	10149	4
751	1613	46
365	6171	8
1847	17050	4
1816	11182	408
1687	349	265
46	327	313
1352	503	111
305	1032	294
1060	7900	514
1503	15070	89
903	10955	1603
1747	2624	31
1363	537	2846
107	957	4138
1309	4356	905
1891	2154	46
1944	1522	166
354	190	20
1135	12574	351
1122	1377	12
244	89	141
1583	1980	263
683	9255	437
369	540	171
968	6032	181
882	367	206
1824	857	134
1356	289	7211
1879	1412	412
466	1098	598
891	978	214
660	9035	68
1405	440	543
440	441	943
266	969	62
1474	9766	725
704	4983	30
412	1768	27
1573	3128	160
1496	59	487
1002	310	91
1968	176	106
507	5238	288
2080	2043	408
1183	846	1812
4	192	197
485	2542	43
1140	1946	423
1100	233	206
1933	17701	94
1513	15138	338
1137	155	115
111	2832	211
1619	1714	437
145	304	1300
1070	488	191
756	1791	28
1371	14155	1290
1414	3084	153
1184	2858	115
1733	8788	139
1304	2548	79
342	157	187
1722	97	51
308	953	2221
1387	6604	94
861	687	194
961	4203	97
967	1180	321
726	413	5
1481	2614	1252
658	9011	121
1049	172	16
65	1865	133
345	1512	26
339	161	350
1087	12224	139
2093	2855	140
958	7947	208
820	10353	13
228	609	18
968	1206	181
76	2094	1377
1852	4700	125
687	599	112
1336	7	461
1677	4947	507
842	10560	194
932	479	1161
1312	978	292
1274	302	235
545	1179	241
1343	710	13
1179	228	91
1444	2080	1154
215	4378	9
1546	840	351
1110	7148	258
1518	2265	361
885	325	479
1534	917	548
907	734	505
1762	293	1064
2081	8716	362
885	466	1450
153	2962	262
437	5767	172
1214	13211	1458
1377	3616	5313
1696	1274	36
1969	2909	548
87	2394	32
2075	429	129
1734	285	540
325	5704	284
958	1905	48
1633	298	238
521	403	3615
488	3110	111
593	681	23284
468	7255	278
570	288	187
2057	229	735
1528	295	1027
390	6427	1023
1968	1778	97
1358	918	305
1504	15077	3681
1910	15752	1171
884	915	183
540	98	3184
1646	3502	677
711	707	238
632	680	408
1518	1633	399
80	813	281
882	1249	2651
1475	314	32
314	3859	278
799	1073	205
82	2277	230
1655	2787	354
204	4198	310
70	428	372
1608	679	176
785	735	56
1305	466	1482
1322	5071	246
627	1349	2406
1497	8452	209
288	5250	202
357	985	512
1275	424	843
105	2689	89
1050	12003	682
551	228	23
426	1418	407
917	172	1689
655	291	7
2081	10748	205
1872	461	344
757	9845	1336
780	2029	54
18	730	222
1838	65	304
1440	1755	131
1507	15101	100
1088	1672	492
536	161	76
1965	1444	224
712	9484	1
314	3393	644
1907	17510	237
854	10642	136
595	1349	1920
1600	903	162
2099	18719	118
1566	217	391
1189	466	815
1351	14055	49
48	378	78
644	3905	356
153	189	1016
168	1953	318
627	6575	316
1630	703	143
1605	5001	386
8	340	800
1428	4156	326
244	430	210
350	889	4329
1796	16717	148
1138	12581	502
1327	2562	46
1069	55	5070
823	4189	1833
123	1409	574
1930	15290	358
955	230	2036
1225	54	37
1950	972	316
300	5454	214
729	9643	19
35	920	1
372	3563	1040
1790	604	273
1549	2277	77
912	7097	791
685	1613	592
1225	877	18
1046	689	63
908	10979	32
493	53	18
2056	18453	11
519	490	220
2004	687	134
427	6765	1284
512	966	769
432	377	159
577	221	101
707	2054	13
1494	7838	49
1782	806	58
1823	300	320
1089	11	148
1109	4560	189
1176	841	494
75	377	853
2091	18645	23
306	455	73
690	686	176
1493	2446	142
255	4855	348
1174	732	1085
204	4217	143
904	1055	85
1608	1934	54
1139	972	1573
129	71	73
1591	288	3576
1044	615	1957
2045	207	322
753	1810	1007
1675	498	115
1768	1429	153
789	9840	461
1433	530	460
1818	85	4
814	1043	232
281	2343	394
1061	7260	214
1911	5544	548
1796	980	136
1384	1797	1648
986	2214	290
17	697	168
1152	8680	756
308	924	739
650	8884	484
225	2062	823
28	1008	9
690	525	584
1871	9907	36
580	5444	1096
1804	472	105
254	1866	617
1027	288	2922
1082	3484	385
1577	7656	695
1166	12843	18
1019	3391	179
430	5832	152
2013	432	313
691	331	1005
2043	3616	6123
1865	17226	1490
1137	241	91
430	6787	474
1030	11860	551
2010	439	1520
842	2667	462
1678	377	119
1998	154	158
832	936	207
510	5236	39
1648	15830	8
861	9079	170
1962	1405	728
507	7532	478
1695	8710	137
908	370	43
2045	18379	471
33	1134	347
623	173	465
439	1636	916
142	159	1533
149	2839	878
1628	55	568
733	691	134
1501	8293	229
231	292	181
569	679	641
51	949	423
1544	2432	192
18	725	245
617	8605	235
1777	13200	342
1135	333	46
1697	3146	408
1637	5414	893
787	199	55
551	3769	33
1398	14315	691
1072	344	4454
2021	291	751
575	187	358
1410	14390	36
657	3046	627
836	4920	31
1839	724	377
306	1061	71
329	289	1467
348	5947	62
779	9981	175
1336	99	91
1880	1246	1765
1195	11999	9528
2009	1097	158
1019	1755	237
446	1892	1369
1977	7895	266
348	1040	45
1982	11049	200
976	10668	149
645	1427	39
71	1350	138
637	854	60
555	350	193
1636	327	36
1951	3744	236
3	146	67
963	679	22
544	65	249
1104	6959	129
183	1098	169
664	9126	422
1034	2020	176
749	1243	1083
297	622	346
790	377	167
1418	14445	1343
1982	845	221
1783	220	212
1369	4767	47
1090	12243	10
54	298	73
1922	5414	101
960	249	33
1089	1713	151
1725	157	1790
1701	4196	68
1630	81	163
2022	89	748
858	333	220
1934	374	57
34	1147	1761
124	229	373
1521	344	1357
898	289	1752
1944	17811	1030
307	5504	85
1966	234	861
316	2038	192
1710	4895	140
1346	4104	100
1622	3295	169
1794	16700	782
1301	535	393
793	959	293
346	210	603
209	332	55
31	1088	40
11	478	329
1813	2657	202
994	11628	717
650	1378	201
74	2063	194
1722	306	49
816	5984	4
1583	190	3702
89	1047	1441
1303	196	435
377	1976	4989
482	378	114
737	1131	275
942	11247	2
417	311	287
541	1813	2400
1085	2276	389
1835	190	44
1210	2531	1257
2092	204	279
642	8802	847
696	1249	524
1088	1201	387
1770	5679	619
69	1962	260
525	978	546
125	1242	365
697	53	365
1593	312	1827
732	9656	312
1438	204	959
394	3746	396
1586	808	20
2019	498	2235
762	9865	107
348	306	26
487	321	817
243	906	2130
708	841	5
845	1411	20
36	1189	494
943	709	86
123	604	3642
1539	499	22
395	2380	1339
950	4680	167
1697	16100	312
1166	12839	33
1873	469	208
418	903	233
671	318	244
658	1398	461
589	456	20
1589	953	114
1889	10412	326
433	6822	181
861	1198	185
3	140	71
1818	72	25
904	377	103
1165	1382	219
647	4058	530
114	2856	30
1717	299	731
913	3945	291
846	2475	989
1178	355	500
757	1042	2039
196	1976	633
161	3549	1337
586	8325	171
1780	352	574
1766	291	391
216	4391	44
1387	4385	148
985	302	3244
362	1199	200
21	476	432
1923	17628	554
1618	13168	135
830	1681	392
1990	1948	26
1253	342	334
1846	1243	324
1910	89	3291
624	718	365
1126	12527	75
48	227	15
234	4586	748
1817	390	576
1501	842	143
911	328	2141
1688	1116	142
750	9783	136
41	1344	847
326	3332	287
2044	217	50
1298	3397	67
954	1001	1385
1533	2176	2266
722	790	135
831	1793	2048
1191	2901	114
387	288	2985
442	6938	50
266	1892	53
343	1343	125
1479	3028	106
1917	5039	11
687	1206	23
1661	207	366
1304	686	581
592	8014	908
844	1910	1985
1555	294	1038
168	3702	207
1711	5785	1151
1004	11740	5
107	917	14659
5	216	192
1245	2661	5742
1931	1106	43
523	1883	1
215	4370	12
1535	3273	588
133	325	146
1056	498	240
189	614	990
1248	311	47
1685	329	38
758	423	335
80	2216	3
405	638	339
1583	1381	250
473	7292	140
966	320	557
173	3742	311
298	3200	199
1540	306	1141
10	217	761
254	4826	1414
1599	2621	188
2011	2544	165
1190	3767	446
1280	203	560
1039	331	451
1171	295	131
1450	13581	193
1670	15977	94
500	7494	10
2067	18528	508
2088	1451	10
1749	2350	1115
795	686	142
127	2346	588
1492	89	363
424	2014	459
301	173	896
659	55	4473
6	256	19
225	2961	1321
639	3982	218
139	487	116
593	468	136
1456	912	865
1751	418	33
1894	891	201
1969	1946	308
1026	1104	240
1303	1163	282
139	953	615
1114	302	371
1596	735	1628
727	9593	1041
13	535	2
2097	1976	153
1425	14477	268
527	528	196
2062	7260	2064
1111	470	10122
966	314	1490
1904	734	130
76	1904	808
2048	18398	18
1613	333	835
454	18740	320
1911	1520	403
623	4790	401
202	4160	122
583	1700	1035
601	8438	565
2019	3171	634
1830	1934	1440
1244	227	415
185	2343	87
1530	982	1491
1474	64	374
1276	10449	160
1136	430	1607
1957	4118	581
159	1379	1388
1814	2121	192
1959	498	90
70	1090	783
1707	1416	119
1522	15173	54
550	843	741
884	466	478
1063	195	1044
1413	326	45
1378	6335	205
22	840	609
1202	1156	321
376	6280	19
1076	5191	147
201	4140	106
920	497	169
11	306	249
861	542	843
260	4913	239
1387	3255	96
576	8199	126
678	5772	51
1441	1398	105
1658	228	251
330	461	533
723	324	44
173	3744	218
2004	12130	129
1310	13762	1
543	453	1719
2055	504	621
713	333	176
88	223	5
987	325	224
943	4262	47
920	1194	225
1183	1678	498
1232	875	455
586	8335	15
1570	300	714
1479	9963	110
2070	472	122
1784	1775	778
369	4262	262
334	982	1683
325	4912	190
362	1513	388
733	3461	133
614	815	771
814	540	588
1554	2742	229
1363	1185	1683
306	5489	51
832	2343	148
1578	1601	97
1590	701	642
1506	1089	1420
776	9122	62
398	88	1989
660	9032	81
1748	475	190
1516	3741	38
147	523	1596
1902	300	344
436	854	627
464	65	252
164	3619	1515
48	220	240
1549	424	71
313	1299	130
1465	4487	650
567	433	722
1291	55	58
1856	325	249
13	89	3967
1540	1410	812
1867	13244	1
920	1246	215
1322	95	182
959	11399	92
143	1150	2255
230	299	2302
7	307	1162
1692	679	1001
1952	424	312
594	220	233
1495	14932	39
2035	1964	202
685	517	1005
90	2467	90
668	230	903
107	2741	2809
738	949	258
1659	7502	255
1286	236	324
668	706	1183
1319	3646	148
1658	3200	220
1387	9977	182
1751	11625	26
198	840	570
1545	187	314
725	1146	194
1064	8794	9
1316	13832	108
398	1098	523
1532	701	2303
1470	6417	1259
407	205	16
1234	6705	249
134	1450	165
262	4691	291
1541	511	33
65	850	83
781	686	225
537	2094	237
1736	1505	1494
65	377	132
1354	1048	106
1366	328	207
584	8310	3010
730	55	148
1580	1684	454
1290	8592	2
1083	961	236
442	4216	70
1765	458	91
1691	4029	255
1422	198	68
1819	4557	25
1270	1100	179
1528	161	119
377	1710	1255
479	484	1397
694	9326	166
342	220	132
1107	498	1231
1299	378	1237
295	917	958
1438	10427	882
2040	1470	72
1109	55	260
1833	468	112
399	2392	378
1704	16147	15
1232	1089	96
94	1089	66
910	8765	1746
890	429	26
1024	11825	209
1388	333	63
1332	308	560
520	7717	379
632	681	464
1896	10650	163
536	3063	38
679	461	289
707	5452	11
656	889	18
203	2190	65
121	301	32
161	519	1739
1286	863	405
1811	6308	326
886	374	276
286	5228	96
117	999	299
463	7162	17
611	1167	7
410	1043	189
1918	333	16
1196	13061	141
858	1244	141
1525	793	112
733	5760	181
457	2343	139
236	314	832
460	197	521
1172	300	151
1060	1943	801
709	2342	715
371	758	118
906	5307	1252
1889	4251	439
1509	328	337
761	9858	657
960	11405	9
1771	534	99
1530	198	2321
908	1914	56
563	569	430
1318	306	223
1079	1231	3732
1356	543	104
1991	5867	53
292	5301	168
529	959	445
539	1104	126
1962	17907	279
1865	173	336
1049	436	65
397	1300	67
606	8513	469
401	854	238
463	747	22
1209	91	183
1984	918	749
1553	15299	151
386	6355	267
62	54	125
825	618	216
605	234	2260
1154	12745	460
574	234	722
1789	1400	877
670	298	559
317	3478	22370
1165	1513	2266
1035	3411	4
1736	6389	258
677	9218	166
267	686	429
847	403	77
635	707	63
1619	1044	1082
1930	17661	962
553	8000	122
1929	3289	1431
1923	1772	1903
392	362	63
1879	1975	311
251	1160	59
933	424	1076
1046	349	118
896	65	1332
28	999	12
604	8495	1145
64	1851	138
1373	925	226
1624	15648	155
2007	4821	3932
1477	14744	26
86	842	402
1766	333	294
2018	323	1005
692	1464	5046
1928	416	382
1794	492	43
1643	906	655
240	4687	89
123	3031	713
1710	3531	75
1411	11765	379
135	930	526
1125	34	48
1474	13378	305
1619	605	227
